,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
34,s1,S  5,5,10670,21.34,1.2019999999999982,0
46,s1,S  5,5,13069,26.138,0.13600000000000279,0
61,s1,S  5,5,16245,32.49,0.20600000000000307,0
65,s1,S  5,5,17262,34.524,0.30400000000000205,0
82,s1,S  5,5,20834,41.668,0.1880000000000024,0
115,s1,S  5,5,28622,57.244,0.14399999999999835,0
126,s1,S  5,5,30959,61.918,0.08399999999999608,0
132,s1,S  5,5,32560,65.12,0.1740000000000066,0
146,s1,S  5,5,35714,71.428,0.3199999999999932,0
150,s1,S  5,5,36737,73.474,0.5040000000000049,0
173,s1,S  5,5,41752,83.504,0.32399999999999807,0
179,s1,S  5,5,43363,86.726,0.6539999999999964,0
186,s1,S  5,5,44857,89.714,0.018000000000000682,0
195,s1,S  5,5,46982,93.964,0.7439999999999998,0
265,s1,S  5,5,61756,123.512,0.26200000000000045,0
