,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference
128,response,S134,6,29510,59.02,0.2700000000000031
203,response,S134,6,45992,91.984,0.617999999999995
219,response,S134,6,48940,97.88,0.3739999999999952
