,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
3,response,S137,9,2523,5.046,0.32399999999999984,1
13,response,S137,9,4581,9.162,0.21200000000000152,1
36,response,S137,9,9847,19.694,0.6819999999999986,1
45,response,S137,9,11246,22.492,0.01600000000000179,1
78,response,S137,9,18908,37.816,0.1560000000000059,1
83,response,S137,9,19936,39.872,0.5140000000000029,1
90,response,S137,9,21529,43.058,0.5859999999999985,1
116,response,S137,9,27202,54.404,0.1980000000000004,1
128,response,S137,9,29728,59.456,0.7320000000000064,1
146,response,S137,9,33563,67.126,0.06200000000001182,1
167,response,S137,9,38307,76.614,0.3020000000000067,1
185,response,S137,9,42467,84.934,0.10599999999999454,1
191,response,S137,9,43759,87.518,0.25799999999999557,1
197,response,S137,9,44853,89.706,0.4579999999999984,1
205,response,S137,9,46327,92.654,0.4719999999999942,1
215,response,S137,9,48595,97.19,0.6760000000000019,1
248,response,S137,9,56190,112.38,0.597999999999999,1
265,response,S137,9,59702,119.404,0.22999999999998977,1
