,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
3,s1,S  5,5,3375,3.375,0.8300000000000001,1
12,s1,S  5,5,6724,6.724,0.48800000000000043,1
17,s1,S  5,5,8393,8.393,0.527000000000001,1
24,s1,S  5,5,10904,10.904,0.5869999999999997,1
31,s1,S  5,5,13408,13.408,0.641,1
51,s1,S  5,5,20933,20.933,0.012000000000000455,1
56,s1,S  5,5,22607,22.607,0.05099999999999838,1
61,s1,S  5,5,24275,24.275,0.08399999999999963,1
70,s1,S  5,5,27616,27.616,0.16399999999999793,1
75,s1,S  5,5,29296,29.296,0.21399999999999864,1
82,s1,S  5,5,31800,31.8,0.2699999999999996,1
91,s1,S  5,5,35147,35.147,0.3539999999999992,1
102,s1,S  5,5,39320,39.32,0.44700000000000273,1
111,s1,S  5,5,42667,42.667,0.5260000000000034,1
126,s1,S  5,5,48520,48.52,0.6680000000000064,1
141,s1,S  5,5,54369,54.369,0.8049999999999997,1
149,s1,S  5,5,56878,56.878,0.04899999999999949,1
160,s1,S  5,5,61056,61.056,0.14799999999999613,1
167,s1,S  5,5,63572,63.572,0.2120000000000033,1
182,s1,S  5,5,69422,69.422,0.35899999999999466,1
191,s1,S  5,5,72760,72.76,0.42900000000000205,1
214,s1,S  5,5,81958,81.958,0.6499999999999915,1
219,s1,S  5,5,83627,83.627,0.6909999999999883,1
224,s1,S  5,5,85306,85.306,0.7369999999999948,1
231,s1,S  5,5,87809,87.809,0.789999999999992,1
240,s1,S  5,5,90323,90.323,0.03699999999999193,1
245,s1,S  5,5,91991,91.991,0.07699999999999818,1
252,s1,S  5,5,94497,94.497,0.13599999999999568,1
257,s1,S  5,5,96173,96.173,0.17499999999999716,1
266,s1,S  5,5,99517,99.517,0.25799999999999557,1
281,s1,S  5,5,105363,105.363,0.3960000000000008,1
290,s1,S  5,5,108714,108.714,0.47799999999999443,1
303,s1,S  5,5,113725,113.725,0.6009999999999991,1
314,s1,S  5,5,117912,117.912,0.7050000000000125,1
319,s1,S  5,5,119584,119.584,0.7390000000000043,1
