,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
1,s1,S  1,1,1806,1.806,0.8360000000000001,1
4,s1,S  1,1,3480,3.48,0.8439999999999999,1
13,s1,S  1,1,6821,6.821,0.48799999999999955,1
20,s1,S  1,1,9325,9.325,0.5389999999999997,1
27,s1,S  1,1,11832,11.832,0.6000000000000014,1
40,s1,S  1,1,16849,16.849,0.7199999999999989,1
47,s1,S  1,1,19365,19.365,0.786999999999999,1
64,s1,S  1,1,25210,25.21,0.10000000000000142,1
71,s1,S  1,1,27724,27.724,0.1750000000000007,1
80,s1,S  1,1,31066,31.066,0.24799999999999756,1
90,s1,S  1,1,34406,34.406,0.3269999999999982,1
107,s1,S  1,1,41093,41.093,0.4890000000000043,1
126,s1,S  1,1,47781,47.781,0.6430000000000007,1
131,s1,S  1,1,49459,49.459,0.6890000000000001,1
141,s1,S  1,1,52804,52.804,0.7749999999999986,1
151,s1,S  1,1,56146,56.146,0.03200000000000358,0
159,s1,S  1,1,59485,59.485,0.1109999999999971,1
164,s1,S  1,1,61155,61.155,0.14300000000000068,1
171,s1,S  1,1,63670,63.67,0.21000000000000085,1
182,s1,S  1,1,67846,67.846,0.3089999999999975,1
189,s1,S  1,1,70357,70.357,0.375,1
200,s1,S  1,1,74534,74.534,0.4690000000000083,1
217,s1,S  1,1,81226,81.226,0.6329999999999956,1
224,s1,S  1,1,83732,83.732,0.695999999999998,1
235,s1,S  1,1,87916,87.916,0.7939999999999969,1
246,s1,S  1,1,91258,91.258,0.055999999999997385,0
254,s1,S  1,1,94602,94.602,0.14100000000000534,1
259,s1,S  1,1,96267,96.267,0.16899999999999693,1
266,s1,S  1,1,98780,98.78,0.23499999999999943,1
275,s1,S  1,1,102127,102.127,0.3219999999999885,0
281,s1,S  1,1,104634,104.634,0.382000000000005,1
288,s1,S  1,1,107140,107.14,0.4440000000000026,1
295,s1,S  1,1,109649,109.649,0.5019999999999953,1
300,s1,S  1,1,111322,111.322,0.5430000000000064,1
307,s1,S  1,1,113824,113.824,0.5919999999999987,1
318,s1,S  1,1,118007,118.007,0.7000000000000028,1
323,s1,S  1,1,119674,119.674,0.7310000000000088,1
