,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference
178,response,S133,5,68185,68.185,0.3790000000000049
195,response,S133,5,74093,74.093,0.06900000000000261
204,response,S133,5,77708,77.708,0.4239999999999924
