,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
10,s2,S 66,2,6279,6.279,0.3019999999999996,0
31,s2,S 66,2,13627,13.627,0.120000000000001,0
37,s2,S 66,2,16074,16.074,0.06500000000000128,0
44,s2,S 66,2,19341,19.341,0.8240000000000016,0
52,s2,S 66,2,22599,22.599,0.7370000000000019,0
56,s2,S 66,2,24236,24.236,0.7010000000000005,0
60,s2,S 66,2,25859,25.859,0.6490000000000009,0
64,s2,S 66,2,27494,27.494,0.6189999999999998,0
75,s2,S 66,2,31578,31.578,0.5249999999999986,0
79,s2,S 66,2,33207,33.207,0.4759999999999991,0
83,s2,S 66,2,34844,34.844,0.4380000000000024,0
98,s2,S 66,2,40555,40.555,0.3019999999999996,0
131,s2,S 66,2,52792,52.792,0.8130000000000024,0
