,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
34,s2,S 66,2,13616,13.616,0.16799999999999926,0
52,s2,S 66,2,20966,20.966,0.8210000000000015,2
59,s2,S 66,2,23412,23.412,0.7729999999999997,2
78,s2,S 66,2,29944,29.944,0.6119999999999983,0
99,s2,S 66,2,38100,38.1,0.41199999999999903,0
147,s2,S 66,2,55238,55.238,0.820999999999998,2
163,s2,S 66,2,60942,60.942,0.6799999999999997,0
176,s2,S 66,2,65841,65.841,0.5659999999999883,0
186,s2,S 66,2,69917,69.917,0.46000000000000796,2
191,s2,S 66,2,71552,71.552,0.4200000000000017,0
213,s2,S 66,2,79716,79.716,0.22299999999999898,0
260,s2,S 66,2,96844,96.844,0.6340000000000003,0
283,s2,S 66,2,105004,105.004,0.4340000000000117,2
297,s2,S 66,2,109900,109.9,0.31400000000000716,0
310,s2,S 66,2,114796,114.796,0.1950000000000074,0
