,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
61,s2,S 72,8,24773,24.773,0.6729999999999983,0
155,s2,S 72,8,59867,59.867,0.6509999999999962,0
279,s2,S 72,8,107195,107.195,0.3299999999999983,0
