,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
5,s2,S 72,8,3991,3.991,0.41400000000000015,0
26,s2,S 72,8,11334,11.334,0.23299999999999876,2
62,s2,S 72,8,25212,25.212,0.7289999999999992,0
70,s2,S 72,8,28472,28.472,0.6440000000000019,0
132,s2,S 72,8,50507,50.507,0.10899999999999466,0
140,s2,S 72,8,53765,53.765,0.027000000000001023,0
147,s2,S 72,8,57032,57.032,0.7809999999999988,0
156,s2,S 72,8,60296,60.296,0.705999999999996,0
160,s2,S 72,8,61926,61.926,0.6630000000000038,0
193,s2,S 72,8,74167,74.167,0.3610000000000042,0
214,s2,S 72,8,82323,82.323,0.1559999999999917,0
233,s2,S 72,8,89666,89.666,0.7939999999999969,0
259,s2,S 72,8,99461,99.461,0.5769999999999982,0
298,s2,S 72,8,113336,113.336,0.23699999999999477,0
