,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference
35,response,S137,9,14788,14.788,0.6449999999999996
56,response,S137,9,22070,22.07,0.4969999999999999
283,response,S137,9,107828,107.828,0.1560000000000059
