,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
1,s2,S 73,9,1720,1.72,0.817,1
4,s2,S 73,9,3352,3.352,0.8249999999999997,1
17,s2,S 73,9,8244,8.244,0.24799999999999933,1
22,s2,S 73,9,9872,9.872,0.20199999999999996,1
51,s2,S 73,9,21294,21.294,0.7540000000000013,1
60,s2,S 73,9,24561,24.561,0.6769999999999996,1
65,s2,S 73,9,26194,26.194,0.5730000000000004,0
77,s2,S 73,9,31093,31.093,0.5159999999999982,1
88,s2,S 73,9,35168,35.168,0.4140000000000015,1
95,s2,S 73,9,37621,37.621,0.3620000000000019,1
104,s2,S 73,9,40886,40.886,0.2810000000000059,1
121,s2,S 73,9,47411,47.411,0.11599999999999966,1
128,s2,S 73,9,49860,49.86,0.05799999999999983,1
138,s2,S 73,9,53934,53.934,0.7909999999999968,1
143,s2,S 73,9,55569,55.569,0.7530000000000001,1
152,s2,S 73,9,58833,58.833,0.6749999999999972,1
157,s2,S 73,9,60464,60.464,0.6299999999999955,1
162,s2,S 73,9,62100,62.1,0.5960000000000036,1
175,s2,S 73,9,66989,66.989,0.4650000000000034,1
184,s2,S 73,9,70253,70.253,0.3930000000000007,1
189,s2,S 73,9,71890,71.89,0.35599999999999454,1
206,s2,S 73,9,78416,78.416,0.19299999999999784,1
221,s2,S 73,9,84125,84.125,0.045000000000001705,1
231,s2,S 73,9,88204,88.204,0.7839999999999918,1
253,s2,S 73,9,96371,96.371,0.5889999999999986,1
260,s2,S 73,9,98816,98.816,0.5240000000000009,1
265,s2,S 73,9,100448,100.448,0.48499999999999943,1
279,s2,S 73,9,105340,105.34,0.3610000000000042,1
286,s2,S 73,9,107792,107.792,0.3119999999999976,0
300,s2,S 73,9,113502,113.502,0.16899999999999693,1
307,s2,S 73,9,115953,115.953,0.11400000000000432,1
312,s2,S 73,9,117578,117.578,0.0660000000000025,1
