,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
19,s1,S  9,9,8822,8.822,0.5899999999999999,0
35,s1,S  9,9,14677,14.677,0.7329999999999988,0
79,s1,S  9,9,30564,30.564,0.2989999999999995,0
97,s1,S  9,9,37253,37.253,0.4680000000000035,0
108,s1,S  9,9,41429,41.429,0.5630000000000024,0
124,s1,S  9,9,47275,47.275,0.6899999999999977,0
149,s1,S  9,9,56478,56.478,0.10699999999999932,0
166,s1,S  9,9,63168,63.168,0.2669999999999959,0
186,s1,S  9,9,70690,70.69,0.4410000000000025,0
206,s1,S  9,9,78216,78.216,0.625,0
226,s1,S  9,9,85731,85.731,0.7989999999999924,0
238,s1,S  9,9,89918,89.918,0.08900000000001285,0
242,s1,S  9,9,91587,91.587,0.1280000000000001,0
266,s1,S  9,9,100788,100.788,0.35299999999999443,0
278,s1,S  9,9,104963,104.963,0.4479999999999933,0
295,s1,S  9,9,111653,111.653,0.6060000000000088,0
308,s1,S  9,9,116667,116.667,0.7319999999999993,2
