,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference
113,response,S131,3,43474,43.474,0.13999999999999346
215,response,S131,3,80387,80.387,0.117999999999995
222,response,S131,3,82750,82.75,0.3689999999999998
