,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
49,s2,S 67,3,20859,20.859,0.7870000000000026,0
58,s2,S 67,3,24114,24.114,0.5150000000000006,0
62,s2,S 67,3,25745,25.745,0.6490000000000009,0
68,s2,S 67,3,28202,28.202,0.6020000000000003,0
130,s2,S 67,3,51041,51.041,0.031999999999996476,0
134,s2,S 67,3,52678,52.678,0.21399999999999864,0
154,s2,S 67,3,60832,60.832,0.6319999999999979,0
217,s2,S 67,3,85314,85.314,0.029999999999986926,0
246,s2,S 67,3,96734,96.734,0.5869999999999891,0
254,s2,S 67,3,100007,100.007,0.5080000000000098,0
302,s2,S 67,3,117949,117.949,0.06399999999999295,0
