,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference
68,response,S136,8,28030,28.03,0.4269999999999996
129,response,S136,8,50137,50.137,0.6630000000000038
158,response,S136,8,60185,60.185,0.10500000000000398
319,response,S136,8,118566,118.566,0.5600000000000023
