,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference
144,response,S134,6,56267,56.267,0.132000000000005
228,response,S134,6,89182,89.182,0.43300000000000693
239,response,S134,6,93338,93.338,0.41799999999999216
299,response,S134,6,115606,115.606,0.10799999999998988
