,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
1,s2,S 70,6,1614,1.614,0.8160000000000001,1
4,s2,S 70,6,3241,3.241,0.8180000000000001,1
15,s2,S 70,6,7321,7.321,0.25599999999999934,1
22,s2,S 70,6,9772,9.772,0.20500000000000007,1
29,s2,S 70,6,12221,12.221,0.14499999999999957,1
36,s2,S 70,6,14666,14.666,0.0860000000000003,1
43,s2,S 70,6,17112,17.112,0.02499999999999858,1
69,s2,S 70,6,27721,27.721,0.5960000000000001,1
74,s2,S 70,6,29356,29.356,0.5640000000000001,1
79,s2,S 70,6,30981,30.981,0.5120000000000005,1
94,s2,S 70,6,36696,36.696,0.3810000000000002,1
103,s2,S 70,6,39959,39.959,0.2960000000000065,1
108,s2,S 70,6,41597,41.597,0.26599999999999824,1
113,s2,S 70,6,43229,43.229,0.22500000000000142,1
118,s2,S 70,6,44855,44.855,0.17499999999999716,1
127,s2,S 70,6,48125,48.125,0.10000000000000142,1
137,s2,S 70,6,52200,52.2,0.8109999999999999,1
148,s2,S 70,6,56282,56.282,0.7309999999999945,1
155,s2,S 70,6,58726,58.726,0.6659999999999968,1
160,s2,S 70,6,60357,60.357,0.6270000000000024,1
167,s2,S 70,6,62809,62.809,0.5779999999999959,1
180,s2,S 70,6,67704,67.704,0.4509999999999934,1
189,s2,S 70,6,70968,70.968,0.375,1
231,s2,S 70,6,88104,88.104,0.7870000000000061,1
238,s2,S 70,6,90552,90.552,0.7260000000000133,1
243,s2,S 70,6,92185,92.185,0.6940000000000026,1
248,s2,S 70,6,93809,93.809,0.6409999999999911,1
255,s2,S 70,6,96258,96.258,0.5859999999999985,1
260,s2,S 70,6,97895,97.895,0.5529999999999973,1
269,s2,S 70,6,101161,101.161,0.46699999999999875,1
278,s2,S 70,6,104419,104.419,0.38299999999999557,1
293,s2,S 70,6,110132,110.132,0.24200000000000443,1
304,s2,S 70,6,114210,114.21,0.14399999999999125,1
309,s2,S 70,6,115843,115.843,0.10900000000000887,1
314,s2,S 70,6,117478,117.478,0.07199999999998852,1
319,s2,S 70,6,119113,119.113,0.03100000000000591,1
