,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference
25,response,S131,3,11129,11.129,0.007999999999999119
103,response,S131,3,40880,40.88,0.3860000000000028
148,response,S131,3,56185,56.185,0.10600000000000165
183,response,S131,3,68699,68.699,0.08299999999999841
206,response,S131,3,77253,77.253,0.04000000000000625
230,response,S131,3,86594,86.594,0.4069999999999965
237,response,S131,3,89119,89.119,0.4329999999999927
