,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
31,s2,S 69,5,8393,16.786,0.392000000000003,0
43,s2,S 69,5,11171,22.342,0.6539999999999999,0
47,s2,S 69,5,12090,24.18,0.39000000000000057,0
56,s2,S 69,5,14115,28.23,0.2980000000000018,0
84,s2,S 69,5,19963,39.926,0.7199999999999989,0
92,s2,S 69,5,21901,43.802,0.838000000000001,0
110,s2,S 69,5,25985,51.97,0.759999999999998,0
134,s2,S 69,5,31158,62.316,0.9000000000000057,0
172,s2,S 69,5,39610,79.22,0.08199999999999363,0
229,s2,S 69,5,51899,103.798,0.33200000000000784,0
240,s2,S 69,5,54317,108.634,0.19599999999999795,0
265,s2,S 69,5,59836,119.672,0.5619999999999976,0
