,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
29,s2,S 65,1,9037,18.074,0.48600000000000065,0
44,s2,S 65,1,12232,24.464,0.6499999999999986,0
68,s2,S 65,1,17480,34.96,1.0360000000000014,0
89,s2,S 65,1,21672,43.344,0.0020000000000024443,0
106,s2,S 65,1,25653,51.306,0.9199999999999946,0
118,s2,S 65,1,28129,56.258,0.9460000000000051,0
126,s2,S 65,1,29886,59.772,0.4099999999999966,0
165,s2,S 65,1,38197,76.394,0.40800000000000125,0
192,s2,S 65,1,43739,87.478,0.36599999999999966,0
206,s2,S 65,1,46921,93.842,0.5079999999999956,0
217,s2,S 65,1,49320,98.64,0.34199999999999875,0
231,s2,S 65,1,52649,105.298,0.02200000000000557,0
254,s2,S 65,1,57650,115.3,0.40800000000000125,0
