,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
31,s1,S  2,2,9075,18.15,0.9740000000000002,0
39,s1,S  2,2,10710,21.42,0.554000000000002,0
53,s1,S  2,2,13692,27.384,0.23000000000000043,0
71,s1,S  2,2,17750,35.5,0.7160000000000011,0
97,s1,S  2,2,23462,46.924,0.0379999999999967,0
139,s1,S  2,2,32538,65.076,0.48799999999999955,0
156,s1,S  2,2,36203,72.406,0.6900000000000119,0
172,s1,S  2,2,39602,79.204,0.1979999999999933,0
192,s1,S  2,2,44320,88.64,1.0,0
197,s1,S  2,2,45195,90.39,0.013999999999995794,0
208,s1,S  2,2,47861,95.722,0.6699999999999875,0
219,s1,S  2,2,49841,99.682,0.3100000000000023,0
241,s1,S  2,2,54554,109.108,0.08800000000000807,0
