,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
5,response,S136,8,2827,5.654,1.0140000000000002,3
13,response,S136,8,4217,8.434,0.09399999999999942,3
66,response,S136,8,15405,30.81,0.14199999999999946,3
137,response,S136,8,31089,62.178,0.23199999999999932,3
147,response,S136,8,33013,66.026,0.2680000000000007,3
156,response,S136,8,34802,69.604,0.08199999999999363,3
189,response,S136,8,42269,84.538,0.36999999999999034,3
216,response,S136,8,47765,95.53,0.06199999999999761,3
228,response,S136,8,50613,101.226,0.09600000000000364,3
236,response,S136,8,52447,104.894,0.33200000000000784,3
253,response,S136,8,56092,112.184,0.1559999999999917,3
