,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
1,s2,S 69,5,2615,5.23,0.5640000000000001,0
3,s2,S 69,5,3535,7.07,0.6059999999999999,1
16,s2,S 69,5,6505,13.01,0.9480000000000004,1
23,s2,S 69,5,7851,15.702,0.6199999999999992,1
31,s2,S 69,5,9212,18.424,0.36799999999999855,1
53,s2,S 69,5,14250,28.5,0.13599999999999923,1
57,s2,S 69,5,15104,30.208,0.6239999999999988,0
78,s2,S 69,5,19926,39.852,0.20999999999999375,1
98,s2,S 69,5,24461,48.922,0.25199999999999534,1
104,s2,S 69,5,25723,51.446,0.4799999999999969,0
120,s2,S 69,5,29575,59.15,1.1539999999999964,0
125,s2,S 69,5,30484,60.968,0.8640000000000043,1
130,s2,S 69,5,31332,62.664,0.7280000000000015,1
141,s2,S 69,5,33682,67.364,0.2680000000000007,1
147,s2,S 69,5,35036,70.072,0.5720000000000027,1
158,s2,S 69,5,37457,74.914,0.671999999999997,1
176,s2,S 69,5,41526,83.052,0.6740000000000066,1
185,s2,S 69,5,43547,87.094,0.29599999999999227,1
194,s2,S 69,5,45407,90.814,0.02199999999999136,1
207,s2,S 69,5,48404,96.808,0.5940000000000083,1
212,s2,S 69,5,49388,98.776,0.7379999999999995,0
219,s2,S 69,5,50821,101.642,0.9080000000000013,1
224,s2,S 69,5,51763,103.526,0.5600000000000023,1
233,s2,S 69,5,53724,107.448,0.5699999999999932,1
249,s2,S 69,5,57326,114.652,0.5559999999999974,1
256,s2,S 69,5,58723,117.446,0.02400000000000091,1
266,s2,S 69,5,61120,122.24,1.059999999999988,1
