,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
2,s1,S  1,1,3167,6.334,0.75,1
6,s1,S  1,1,4260,8.52,0.6319999999999997,1
18,s1,S  1,1,6800,13.6,0.24399999999999977,1
23,s1,S  1,1,7871,15.742,0.5760000000000005,1
33,s1,S  1,1,9914,19.828,0.027999999999998693,1
40,s1,S  1,1,11500,23.0,0.05799999999999983,1
51,s1,S  1,1,13889,27.778,0.5700000000000003,1
58,s1,S  1,1,15541,31.082,0.8580000000000005,1
64,s1,S  1,1,16490,32.98,0.17599999999999483,1
73,s1,S  1,1,18550,37.1,0.240000000000002,1
80,s1,S  1,1,19951,39.902,0.46399999999999864,1
95,s1,S  1,1,23185,46.37,0.5539999999999949,1
114,s1,S  1,1,27285,54.57,0.3200000000000003,1
133,s1,S  1,1,31710,63.42,0.6340000000000003,1
139,s1,S  1,1,32868,65.736,0.3920000000000101,1
144,s1,S  1,1,33936,67.872,0.6580000000000013,1
149,s1,S  1,1,34795,69.59,0.2920000000000016,1
157,s1,S  1,1,36351,72.702,0.09600000000000364,1
168,s1,S  1,1,38834,77.668,0.018000000000000682,1
173,s1,S  1,1,39968,79.936,0.632000000000005,1
182,s1,S  1,1,42013,84.026,0.8799999999999955,1
188,s1,S  1,1,42997,85.994,0.10599999999999454,1
200,s1,S  1,1,45593,91.186,0.07800000000000296,1
213,s1,S  1,1,48554,97.108,0.1280000000000001,1
235,s1,S  1,1,53835,107.67,0.49800000000000466,1
245,s1,S  1,1,55835,111.67,0.07200000000000273,1
249,s1,S  1,1,56724,113.448,0.7099999999999937,1
264,s1,S  1,1,59995,119.99,0.02400000000000091,1
