,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
2,s2,S 72,8,3458,6.916,0.6320000000000006,1
11,s2,S 72,8,5754,11.508,0.5319999999999983,1
41,s2,S 72,8,12877,25.754,0.7020000000000017,1
52,s2,S 72,8,15145,30.29,0.19200000000000017,1
58,s2,S 72,8,16531,33.062,0.8879999999999981,1
63,s2,S 72,8,17471,34.942,0.5439999999999969,1
72,s2,S 72,8,19220,38.44,0.09599999999999653,1
78,s2,S 72,8,20754,41.508,0.8560000000000016,1
94,s2,S 72,8,23993,47.986,0.24199999999999733,1
104,s2,S 72,8,26097,52.194,0.3160000000000025,0
120,s2,S 72,8,29880,59.76,0.681999999999995,0
148,s2,S 72,8,36394,72.788,0.7279999999999944,1
174,s2,S 72,8,42431,84.862,0.7339999999999947,1
178,s2,S 72,8,43229,86.458,0.7319999999999993,0
188,s2,S 72,8,45252,90.504,0.12600000000000477,1
192,s2,S 72,8,46175,92.35,1.1019999999999897,1
201,s2,S 72,8,48066,96.132,0.7700000000000102,1
207,s2,S 72,8,49282,98.564,0.8119999999999976,1
212,s2,S 72,8,50229,100.458,0.6059999999999945,0
217,s2,S 72,8,51186,102.372,0.5879999999999939,0
226,s2,S 72,8,53183,106.366,0.7120000000000033,1
235,s2,S 72,8,54977,109.954,0.1280000000000001,1
253,s2,S 72,8,59005,118.01,0.21399999999999864,1
258,s2,S 72,8,60100,120.2,0.24399999999999977,1
