,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference
95,response,S131,3,23173,46.346,0.40399999999999636
108,response,S131,3,25627,51.254,0.24199999999999733
161,response,S131,3,37440,74.88,0.2539999999999907
250,response,S131,3,56655,113.31,0.20600000000000307
