,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
13,s2,S 67,3,5336,10.672,0.8719999999999999,0
42,s2,S 67,3,11812,23.624,0.8819999999999979,0
78,s2,S 67,3,19268,38.536,0.32200000000000273,0
135,s2,S 67,3,31789,63.578,0.804000000000002,0
160,s2,S 67,3,37344,74.688,0.6740000000000066,0
173,s2,S 67,3,40035,80.07,0.03999999999999204,0
188,s2,S 67,3,43425,86.85,0.41399999999998727,0
209,s2,S 67,3,47929,95.858,0.31799999999999784,0
221,s2,S 67,3,50758,101.516,1.0620000000000118,0
225,s2,S 67,3,51607,103.214,0.554000000000002,0
246,s2,S 67,3,56404,112.808,0.980000000000004,0
