,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
12,s1,S  2,2,6293,12.586,0.2640000000000011,0
52,s1,S  2,2,14314,28.628,0.7220000000000013,0
97,s1,S  2,2,23546,47.092,0.7920000000000016,0
155,s1,S  2,2,35885,71.77,0.07200000000000273,2
165,s1,S  2,2,37887,75.774,0.38800000000000523,0
182,s1,S  2,2,41415,82.83,0.3439999999999941,0
190,s1,S  2,2,43371,86.742,0.26200000000000045,0
204,s1,S  2,2,46568,93.136,0.12399999999999523,0
254,s1,S  2,2,57283,114.566,0.6560000000000059,2
259,s1,S  2,2,58244,116.488,0.6880000000000024,0
270,s1,S  2,2,60724,121.448,0.04999999999999716,0
