,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
60,s1,S  8,8,14047,28.094,0.19400000000000261,0
77,s1,S  8,8,17714,35.428,0.7939999999999969,0
117,s1,S  8,8,26207,52.414,0.5,0
126,s1,S  8,8,28300,56.6,0.05000000000000426,0
130,s1,S  8,8,29471,58.942,0.5399999999999991,0
159,s1,S  8,8,35560,71.12,0.7379999999999995,0
172,s1,S  8,8,38511,77.022,0.8000000000000114,0
202,s1,S  8,8,44794,89.588,0.38400000000000034,0
210,s1,S  8,8,46607,93.214,0.15200000000000102,0
229,s1,S  8,8,50785,101.57,0.3439999999999941,0
248,s1,S  8,8,55002,110.004,0.28600000000000136,0
