,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
7,s2,S 70,6,3806,7.612,0.14200000000000035,0
13,s2,S 70,6,5253,10.506,0.08000000000000007,0
23,s2,S 70,6,7712,15.424,0.8680000000000003,0
37,s2,S 70,6,10884,21.768,0.2759999999999998,0
46,s2,S 70,6,13135,26.27,0.5940000000000012,0
50,s2,S 70,6,14044,28.088,0.41799999999999926,0
87,s2,S 70,6,22438,44.876,0.8499999999999943,0
97,s2,S 70,6,24776,49.552,0.37599999999999767,0
128,s2,S 70,6,31788,63.576,0.9919999999999973,0
137,s2,S 70,6,33635,67.27,0.7620000000000005,0
144,s2,S 70,6,35285,70.57,0.6319999999999908,0
156,s2,S 70,6,38170,76.34,0.6480000000000103,0
169,s2,S 70,6,41071,82.142,0.39799999999999613,0
193,s2,S 70,6,46157,92.314,0.3859999999999957,0
200,s2,S 70,6,48007,96.014,0.6700000000000017,0
212,s2,S 70,6,50298,100.596,0.24600000000000932,0
219,s2,S 70,6,52174,104.348,0.980000000000004,0
225,s2,S 70,6,53452,106.904,0.5739999999999981,0
233,s2,S 70,6,55258,110.516,0.1280000000000001,0
250,s2,S 70,6,59113,118.226,0.46999999999999886,0
