,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
7,s1,S  2,2,2393,4.786,0.48799999999999955,0
16,s1,S  2,2,4069,8.138,0.5839999999999996,0
56,s1,S  2,2,11174,22.348,0.10200000000000031,0
79,s1,S  2,2,15354,30.708,0.29999999999999716,0
86,s1,S  2,2,16607,33.214,0.3620000000000019,0
117,s1,S  2,2,22456,44.912,0.6300000000000026,0
123,s1,S  2,2,23712,47.424,0.7040000000000006,0
143,s1,S  2,2,27475,54.95,0.06400000000000006,0
154,s1,S  2,2,29564,59.128,0.16199999999999903,0
160,s1,S  2,2,30816,61.632,0.21799999999999642,0
169,s1,S  2,2,32489,64.978,0.3059999999999974,0
192,s1,S  2,2,36671,73.342,0.5100000000000051,0
241,s1,S  2,2,45450,90.9,0.11800000000000921,0
253,s1,S  2,2,47536,95.072,0.20000000000000284,0
279,s1,S  2,2,52134,104.268,0.42799999999999727,0
290,s1,S  2,2,54227,108.454,0.5319999999999965,0
