,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
7,s2,S 66,2,2325,4.65,0.39000000000000057,0
37,s2,S 66,2,7628,15.256,0.1280000000000001,0
49,s2,S 66,2,10077,20.154,0.010000000000001563,0
60,s2,S 66,2,12525,25.05,0.7220000000000013,0
66,s2,S 66,2,13747,27.494,0.661999999999999,0
72,s2,S 66,2,14972,29.944,0.6059999999999981,0
180,s2,S 66,2,34147,68.294,0.5,0
212,s2,S 66,2,39861,79.722,0.21999999999999886,0
225,s2,S 66,2,42308,84.616,0.10200000000000387,0
240,s2,S 66,2,45574,91.148,0.7860000000000014,0
244,s2,S 66,2,46389,92.778,0.7360000000000042,0
250,s2,S 66,2,47615,95.23,0.6839999999999975,0
264,s2,S 66,2,50469,100.938,0.5420000000000016,0
278,s2,S 66,2,52915,105.83,0.4200000000000017,0
298,s2,S 66,2,56589,113.178,0.2360000000000042,0
313,s2,S 66,2,59442,118.884,0.09799999999999898,0
