,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
7,s1,S  6,6,2576,5.152,0.49600000000000044,0
33,s1,S  6,6,7175,14.35,0.7199999999999989,0
49,s1,S  6,6,10098,20.196,0.038000000000000256,0
86,s1,S  6,6,16784,33.568,0.3539999999999992,0
112,s1,S  6,6,21804,43.608,0.6039999999999992,0
140,s1,S  6,6,26819,53.638,0.027999999999998693,0
156,s1,S  6,6,29743,59.486,0.16399999999999437,0
169,s1,S  6,6,32251,64.502,0.28600000000000136,0
206,s1,S  6,6,38941,77.882,0.6039999999999992,0
219,s1,S  6,6,41446,82.892,0.7239999999999895,0
323,s1,S  6,6,59841,119.682,0.7960000000000065,0
