,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
32,s1,S  4,4,7351,14.702,0.734,0
48,s1,S  4,4,10279,20.558,0.05600000000000094,0
59,s1,S  4,4,12370,24.74,0.16199999999999903,0
67,s1,S  4,4,14039,28.078,0.2339999999999982,0
93,s1,S  4,4,18635,37.27,0.45600000000000307,0
100,s1,S  4,4,19894,39.788,0.5219999999999985,0
111,s1,S  4,4,21983,43.966,0.6180000000000021,0
124,s1,S  4,4,24492,48.984,0.7420000000000044,0
143,s1,S  4,4,27836,55.672,0.0799999999999983,0
149,s1,S  4,4,29089,58.178,0.1460000000000008,0
192,s1,S  4,4,37031,74.062,0.5300000000000011,0
198,s1,S  4,4,38286,76.572,0.5880000000000081,0
213,s1,S  4,4,41212,82.424,0.730000000000004,0
222,s1,S  4,4,42882,85.764,0.8079999999999927,0
238,s1,S  4,4,45808,91.616,0.12399999999999523,0
251,s1,S  4,4,48314,96.628,0.23999999999999488,0
260,s1,S  4,4,49987,99.974,0.3299999999999983,0
277,s1,S  4,4,53330,106.66,0.48399999999999466,0
300,s1,S  4,4,57512,115.024,0.6899999999999977,0
