,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
5,s1,S  8,8,2096,4.192,0.4740000000000002,0
11,s1,S  8,8,3348,6.696,0.5339999999999998,0
25,s1,S  8,8,5859,11.718,0.6620000000000008,0
43,s1,S  8,8,9199,18.398,0.8140000000000001,0
57,s1,S  8,8,11711,23.422,0.12400000000000233,0
63,s1,S  8,8,12963,25.926,0.17999999999999972,0
74,s1,S  8,8,15053,30.106,0.27600000000000335,0
114,s1,S  8,8,22575,45.15,0.6379999999999981,0
143,s1,S  8,8,27593,55.186,0.06199999999999761,0
166,s1,S  8,8,31775,63.55,0.2680000000000007,0
198,s1,S  8,8,37622,75.244,0.534000000000006,0
233,s1,S  8,8,43894,87.788,0.030000000000001137,0
277,s1,S  8,8,51836,103.672,0.40800000000000125,0
