,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
21,s2,S 67,3,5127,10.254,0.2779999999999987,0
29,s2,S 67,3,6756,13.512,0.19599999999999973,0
75,s2,S 67,3,15326,30.652,0.6099999999999994,0
81,s2,S 67,3,16551,33.102,0.5539999999999949,0
107,s2,S 67,3,21446,42.892,0.31400000000000006,0
145,s2,S 67,3,28380,56.76,0.8019999999999996,0
170,s2,S 67,3,32867,65.734,0.519999999999996,0
194,s2,S 67,3,37354,74.708,0.35999999999999943,0
243,s2,S 67,3,46329,92.658,0.7540000000000049,0
259,s2,S 67,3,49188,98.376,0.6180000000000092,0
263,s2,S 67,3,50001,100.002,0.5759999999999934,0
321,s2,S 67,3,60203,120.406,0.07600000000000762,0
