,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
2,s2,S 70,6,1509,3.018,0.8099999999999996,1
10,s2,S 70,6,3142,6.284,0.2999999999999998,1
15,s2,S 70,6,3959,7.918,0.2599999999999998,1
20,s2,S 70,6,4774,9.548,0.22000000000000064,1
25,s2,S 70,6,5592,11.184,0.1819999999999986,1
38,s2,S 70,6,8037,16.074,0.05800000000000338,1
52,s2,S 70,6,10896,21.792,0.7580000000000027,1
59,s2,S 70,6,12117,24.234,0.6920000000000002,1
64,s2,S 70,6,12937,25.874,0.6579999999999977,1
75,s2,S 70,6,14973,29.946,0.5520000000000032,1
80,s2,S 70,6,15791,31.582,0.5180000000000007,1
91,s2,S 70,6,17831,35.662,0.4140000000000015,1
102,s2,S 70,6,19872,39.744,0.32399999999999807,1
117,s2,S 70,6,22728,45.456,0.17800000000000438,1
126,s2,S 70,6,24357,48.714,0.09199999999999875,1
133,s2,S 70,6,25584,51.168,0.03999999999999915,1
143,s2,S 70,6,27621,55.242,0.769999999999996,1
152,s2,S 70,6,29254,58.508,0.6920000000000002,1
159,s2,S 70,6,30477,60.954,0.6340000000000003,1
172,s2,S 70,6,32925,65.85,0.5060000000000002,1
181,s2,S 70,6,34560,69.12,0.4399999999999977,1
186,s2,S 70,6,35375,70.75,0.3960000000000008,1
197,s2,S 70,6,37412,74.824,0.28999999999999204,1
202,s2,S 70,6,38232,76.464,0.2560000000000002,1
211,s2,S 70,6,39862,79.724,0.1700000000000017,1
228,s2,S 70,6,43123,86.246,0.012000000000000455,1
232,s2,S 70,6,43942,87.884,0.8080000000000069,1
237,s2,S 70,6,44759,89.518,0.769999999999996,1
242,s2,S 70,6,45573,91.146,0.730000000000004,1
247,s2,S 70,6,46387,92.774,0.6839999999999975,1
256,s2,S 70,6,48019,96.038,0.5999999999999943,1
269,s2,S 70,6,50467,100.934,0.48399999999999466,1
274,s2,S 70,6,51284,102.568,0.45000000000000284,1
279,s2,S 70,6,52100,104.2,0.40399999999999636,1
288,s2,S 70,6,53733,107.466,0.32799999999998875,1
295,s2,S 70,6,54957,109.914,0.2639999999999958,1
300,s2,S 70,6,55774,111.548,0.23199999999999932,1
305,s2,S 70,6,56587,113.174,0.18000000000000682,1
317,s2,S 70,6,58629,117.258,0.08599999999999852,1
