,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
31,s1,S  8,8,6433,12.866,0.702,2
55,s1,S  8,8,10613,21.226,0.08399999999999963,0
66,s1,S  8,8,12701,25.402,0.17600000000000193,0
81,s1,S  8,8,15628,31.256,0.3240000000000016,0
108,s1,S  8,8,20642,41.284,0.5579999999999998,0
137,s1,S  8,8,25661,51.322,0.5140000000000029,0
144,s1,S  8,8,26914,53.828,0.04600000000000648,0
158,s1,S  8,8,29421,58.842,0.16599999999999682,0
178,s1,S  8,8,33184,66.368,0.34199999999999875,0
210,s1,S  8,8,39032,78.064,0.6239999999999952,2
226,s1,S  8,8,41960,83.92,0.7660000000000053,0
268,s1,S  8,8,49068,98.136,0.29599999999999227,0
280,s1,S  8,8,51572,103.144,0.40800000000000125,0
296,s1,S  8,8,54919,109.838,0.5659999999999883,0
316,s1,S  8,8,58682,117.364,0.7580000000000098,0
322,s1,S  8,8,59934,119.868,0.8099999999999881,0
