,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
13,s2,S 66,2,3983,7.966,0.33000000000000007,0
29,s2,S 66,2,6842,13.684,0.1999999999999993,0
89,s2,S 66,2,17448,34.896,0.5140000000000029,0
137,s2,S 66,2,25609,51.218,0.11400000000000432,0
145,s2,S 66,2,27237,54.474,0.023999999999993804,0
169,s2,S 66,2,31727,63.454,0.6439999999999984,0
175,s2,S 66,2,32954,65.908,0.5900000000000034,0
192,s2,S 66,2,36215,72.43,0.4200000000000017,0
216,s2,S 66,2,40704,81.408,0.21000000000000796,0
222,s2,S 66,2,41926,83.852,0.14000000000000057,0
232,s2,S 66,2,43968,87.936,0.04800000000000182,0
246,s2,S 66,2,46823,93.646,0.7399999999999949,0
259,s2,S 66,2,49270,98.54,0.6180000000000092,0
270,s2,S 66,2,51310,102.62,0.5180000000000007,0
282,s2,S 66,2,53759,107.518,0.40399999999999636,0
307,s2,S 66,2,58246,116.492,0.18000000000000682,0
315,s2,S 66,2,59880,119.76,0.10000000000000853,0
