,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
58,s1,S  5,5,12067,24.134,0.11400000000000077,0
70,s1,S  5,5,14160,28.32,0.21999999999999886,0
81,s1,S  5,5,16249,32.498,0.31799999999999784,0
89,s1,S  5,5,17923,35.846,0.4019999999999939,0
93,s1,S  5,5,18755,37.51,0.4339999999999975,0
102,s1,S  5,5,20427,40.854,0.5120000000000005,0
113,s1,S  5,5,22518,45.036,0.6159999999999997,0
157,s1,S  5,5,30043,60.086,0.16799999999999926,0
180,s1,S  5,5,34224,68.448,0.36999999999999034,0
188,s1,S  5,5,35897,71.794,0.44599999999999795,0
199,s1,S  5,5,37986,75.972,0.5499999999999972,0
234,s1,S  5,5,44255,88.51,0.02600000000001046,0
240,s1,S  5,5,45506,91.012,0.0799999999999983,0
246,s1,S  5,5,46764,93.528,0.15200000000000102,0
254,s1,S  5,5,48433,96.866,0.2219999999999942,0
265,s1,S  5,5,50525,101.05,0.1599999999999966,0
283,s1,S  5,5,53868,107.736,0.4939999999999998,0
296,s1,S  5,5,56378,112.756,0.6080000000000041,0
