,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
3,s1,S  2,2,2145,4.29,0.8300000000000001,1
16,s1,S  2,2,4653,9.306,0.5239999999999991,1
21,s1,S  2,2,5492,10.984,0.5679999999999996,1
36,s1,S  2,2,8415,16.83,0.7039999999999971,1
46,s1,S  2,2,10087,20.174,0.7839999999999989,1
54,s1,S  2,2,11341,22.682,0.027999999999998693,1
64,s1,S  2,2,13015,26.03,0.10999999999999943,1
74,s1,S  2,2,14685,29.37,0.19000000000000128,1
94,s1,S  2,2,18449,36.898,0.36600000000000676,1
101,s1,S  2,2,19699,39.398,0.4240000000000066,1
109,s1,S  2,2,20954,41.908,0.3340000000000032,1
114,s1,S  2,2,21792,43.584,0.534000000000006,1
119,s1,S  2,2,22628,45.256,0.5679999999999978,1
126,s1,S  2,2,23879,47.758,0.6240000000000023,1
131,s1,S  2,2,24716,49.432,0.6600000000000037,1
151,s1,S  2,2,28479,56.958,0.02599999999999625,1
156,s1,S  2,2,29316,58.632,0.07399999999999807,1
165,s1,S  2,2,30985,61.97,0.15200000000000102,1
188,s1,S  2,2,35586,71.172,0.3739999999999952,1
195,s1,S  2,2,36840,73.68,0.4380000000000024,1
204,s1,S  2,2,38510,77.02,0.5060000000000002,1
225,s1,S  2,2,42690,85.38,0.7099999999999937,0
235,s1,S  2,2,44782,89.564,0.813999999999993,0
243,s1,S  2,2,46035,92.07,0.057999999999992724,0
253,s1,S  2,2,48125,96.25,0.15399999999999636,0
266,s1,S  2,2,50635,101.27,0.27599999999999625,1
285,s1,S  2,2,54394,108.788,0.45600000000000307,1
296,s1,S  2,2,56487,112.974,0.5600000000000023,1
303,s1,S  2,2,57738,115.476,0.6159999999999997,1
