,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
3,s1,S  3,3,3842,3.842,0.8410000000000002,1
14,s1,S  3,3,8017,8.017,0.5009999999999994,1
19,s1,S  3,3,9686,9.686,0.5350000000000001,0
25,s1,S  3,3,12201,12.201,0.6080000000000005,1
30,s1,S  3,3,13868,13.868,0.6440000000000001,1
35,s1,S  3,3,15536,15.536,0.6749999999999989,1
62,s1,S  3,3,24737,24.737,0.08299999999999841,0
67,s1,S  3,3,26404,26.404,0.120000000000001,1
72,s1,S  3,3,28079,28.079,0.16799999999999926,1
86,s1,S  3,3,33101,33.101,0.2890000000000015,1
99,s1,S  3,3,38114,38.114,0.40799999999999415,0
105,s1,S  3,3,40624,40.624,0.4660000000000011,1
118,s1,S  3,3,45635,45.635,0.5829999999999984,1
127,s1,S  3,3,48986,48.986,0.671999999999997,1
132,s1,S  3,3,50651,50.651,0.7110000000000056,1
137,s1,S  3,3,52320,52.32,0.7469999999999999,1
144,s1,S  3,3,54837,54.837,0.8130000000000024,1
156,s1,S  3,3,59016,59.016,0.10000000000000142,1
161,s1,S  3,3,60686,60.686,0.12899999999999778,1
168,s1,S  3,3,63190,63.19,0.19500000000000028,1
173,s1,S  3,3,64868,64.868,0.23499999999999943,1
178,s1,S  3,3,66533,66.533,0.2639999999999958,1
185,s1,S  3,3,69042,69.042,0.3260000000000076,1
192,s1,S  3,3,71549,71.549,0.38900000000001,1
201,s1,S  3,3,74896,74.896,0.46999999999999886,1
208,s1,S  3,3,77409,77.409,0.5330000000000013,1
213,s1,S  3,3,79075,79.075,0.5720000000000027,1
228,s1,S  3,3,84930,84.93,0.7190000000000083,1
256,s1,S  3,3,95791,95.791,0.1529999999999916,1
261,s1,S  3,3,97469,97.469,0.1979999999999933,1
268,s1,S  3,3,99977,99.977,0.26200000000000045,1
273,s1,S  3,3,101648,101.648,0.29699999999999704,1
282,s1,S  3,3,104993,104.993,0.37699999999999534,1
287,s1,S  3,3,106661,106.661,0.41200000000000614,1
292,s1,S  3,3,108333,108.333,0.45000000000000284,1
301,s1,S  3,3,111681,111.681,0.5429999999999922,1
306,s1,S  3,3,113356,113.356,0.5789999999999935,1
323,s1,S  3,3,120042,120.042,0.742999999999995,1
