,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
8,s2,S 70,6,5821,5.821,0.37099999999999955,2
21,s2,S 70,6,9898,9.898,0.2729999999999997,2
51,s2,S 70,6,20511,20.511,0.01899999999999835,2
100,s2,S 70,6,38459,38.459,0.41200000000000614,2
118,s2,S 70,6,44984,44.984,0.24800000000000466,2
125,s2,S 70,6,47434,47.434,0.19299999999999784,2
134,s2,S 70,6,50692,50.692,0.09799999999999898,2
150,s2,S 70,6,56408,56.408,0.8010000000000019,2
165,s2,S 70,6,61308,61.308,0.6839999999999975,0
178,s2,S 70,6,66205,66.205,0.5699999999999932,2
195,s2,S 70,6,71913,71.913,0.4230000000000018,0
227,s2,S 70,6,83336,83.336,0.1460000000000008,2
244,s2,S 70,6,89864,89.864,0.8130000000000024,0
255,s2,S 70,6,93947,93.947,0.7220000000000084,0
266,s2,S 70,6,98026,98.026,0.6199999999999903,0
284,s2,S 70,6,104550,104.55,0.4609999999999985,2
293,s2,S 70,6,107815,107.815,0.3810000000000002,0
299,s2,S 70,6,110258,110.258,0.31699999999999307,2
325,s2,S 70,6,119240,119.24,0.09499999999999886,0
