,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
3,s1,S  6,6,3769,3.769,0.835,0
12,s1,S  6,6,7117,7.117,0.4790000000000001,1
17,s1,S  6,6,8793,8.793,0.5279999999999987,1
29,s1,S  6,6,12969,12.969,0.6219999999999999,1
34,s1,S  6,6,14638,14.638,0.6579999999999995,1
41,s1,S  6,6,17150,17.15,0.7199999999999989,1
56,s1,S  6,6,22161,22.161,0.02500000000000213,1
65,s1,S  6,6,25510,25.51,0.10300000000000153,1
70,s1,S  6,6,27182,27.182,0.14499999999999957,1
79,s1,S  6,6,30530,30.53,0.2270000000000003,1
86,s1,S  6,6,33034,33.034,0.2879999999999967,0
90,s1,S  6,6,34701,34.701,0.32800000000000296,1
104,s1,S  6,6,39724,39.724,0.4479999999999933,0
114,s1,S  6,6,43897,43.897,0.5399999999999991,1
140,s1,S  6,6,53093,53.093,0.7620000000000005,1
145,s1,S  6,6,54765,54.765,0.804000000000002,1
156,s1,S  6,6,58111,58.111,0.0659999999999954,1
161,s1,S  6,6,59782,59.782,0.10599999999999454,1
174,s1,S  6,6,64801,64.801,0.23499999999999943,1
186,s1,S  6,6,68984,68.984,0.33499999999999375,1
191,s1,S  6,6,70651,70.651,0.37299999999999045,1
198,s1,S  6,6,73163,73.163,0.4350000000000023,1
205,s1,S  6,6,75668,75.668,0.49099999999999966,1
210,s1,S  6,6,77344,77.344,0.5369999999999919,1
219,s1,S  6,6,80688,80.688,0.6170000000000044,1
233,s1,S  6,6,85701,85.701,0.7329999999999899,1
249,s1,S  6,6,91550,91.55,0.0589999999999975,1
260,s1,S  6,6,95735,95.735,0.16200000000000614,1
269,s1,S  6,6,99082,99.082,0.24499999999999034,1
274,s1,S  6,6,100750,100.75,0.277000000000001,1
307,s1,S  6,6,113285,113.285,0.5699999999999932,1
312,s1,S  6,6,114962,114.962,0.6200000000000045,1
317,s1,S  6,6,116636,116.636,0.6599999999999966,1
