,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference
71,response,S133,5,29047,29.047,0.5809999999999995
121,response,S133,5,47537,47.537,0.12899999999999778
153,response,S133,5,58466,58.466,0.17900000000000205
