,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference
53,response,S131,3,20468,20.468,0.2680000000000007
139,response,S131,3,52564,52.564,0.5439999999999969
278,response,S131,3,102440,102.44,0.3199999999999932
