,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
2,s2,S 69,5,2638,2.638,0.815,1
6,s2,S 69,5,4275,4.275,0.3420000000000005,1
17,s2,S 69,5,8347,8.347,0.2370000000000001,1
28,s2,S 69,5,12428,12.428,0.13900000000000112,1
35,s2,S 69,5,14874,14.874,0.07500000000000107,1
52,s2,S 69,5,20590,20.59,0.7749999999999986,1
57,s2,S 69,5,22221,22.221,0.7409999999999997,1
90,s2,S 69,5,35273,35.273,0.41200000000000614,1
95,s2,S 69,5,36907,36.907,0.36999999999999744,1
102,s2,S 69,5,39360,39.36,0.31799999999999784,1
107,s2,S 69,5,40993,40.993,0.2820000000000036,1
120,s2,S 69,5,45885,45.885,0.16100000000000136,1
125,s2,S 69,5,47513,47.513,0.11199999999999477,1
135,s2,S 69,5,50779,50.779,0.035000000000003695,1
155,s2,S 69,5,58942,58.942,0.6779999999999973,1
160,s2,S 69,5,60573,60.573,0.6300000000000026,1
181,s2,S 69,5,68727,68.727,0.42900000000000205,1
190,s2,S 69,5,72000,72.0,0.35999999999999943,1
201,s2,S 69,5,76074,76.074,0.2510000000000048,1
206,s2,S 69,5,77710,77.71,0.21099999999999852,1
223,s2,S 69,5,84236,84.236,0.05299999999999727,1
228,s2,S 69,5,85863,85.863,0.010000000000005116,1
245,s2,S 69,5,92393,92.393,0.6820000000000022,1
252,s2,S 69,5,94841,94.841,0.6299999999999955,1
263,s2,S 69,5,98926,98.926,0.5330000000000013,1
280,s2,S 69,5,105451,105.451,0.3719999999999999,1
293,s2,S 69,5,110344,110.344,0.24099999999999966,1
300,s2,S 69,5,112793,112.793,0.18900000000000716,1
316,s2,S 69,5,118508,118.508,0.04399999999999693,1
