,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
14,s1,S  5,5,7277,7.277,0.5590000000000002,0
21,s1,S  5,5,9779,9.779,0.6129999999999995,0
39,s1,S  5,5,16472,16.472,0.7780000000000005,2
48,s1,S  5,5,18974,18.974,0.013999999999999346,2
63,s1,S  5,5,23992,23.992,0.13700000000000045,0
71,s1,S  5,5,27332,27.332,0.21799999999999997,0
75,s1,S  5,5,29013,29.013,0.26500000000000057,0
83,s1,S  5,5,32347,32.347,0.3299999999999983,0
111,s1,S  5,5,42384,42.384,0.5760000000000005,0
129,s1,S  5,5,49076,49.076,0.740000000000002,2
144,s1,S  5,5,54087,54.087,0.04200000000000159,0
150,s1,S  5,5,56600,56.6,0.10699999999999932,0
164,s1,S  5,5,61612,61.612,0.22700000000000387,0
178,s1,S  5,5,67460,67.46,0.35899999999999466,0
214,s1,S  5,5,80840,80.84,0.6869999999999976,0
233,s1,S  5,5,87525,87.525,0.02400000000000091,0
241,s1,S  5,5,90875,90.875,0.11299999999999955,2
258,s1,S  5,5,96727,96.727,0.25,0
267,s1,S  5,5,100065,100.065,0.3289999999999935,0
277,s1,S  5,5,104248,104.248,0.4350000000000023,0
306,s1,S  5,5,115116,115.116,0.6910000000000025,2
