,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
32,s1,S  8,8,14069,14.069,0.7120000000000015,0
71,s1,S  8,8,27440,27.44,0.22000000000000242,0
79,s1,S  8,8,30792,30.792,0.30400000000000205,0
85,s1,S  8,8,33291,33.291,0.3509999999999991,0
95,s1,S  8,8,37478,37.478,0.46399999999999864,0
106,s1,S  8,8,41655,41.655,0.5630000000000024,0
115,s1,S  8,8,45000,45.0,0.6400000000000006,0
151,s1,S  8,8,57542,57.542,0.12600000000000477,0
174,s1,S  8,8,65902,65.902,0.33100000000000307,0
192,s1,S  8,8,72592,72.592,0.48399999999999466,0
205,s1,S  8,8,77599,77.599,0.6030000000000086,0
223,s1,S  8,8,84293,84.293,0.7700000000000102,0
238,s1,S  8,8,89303,89.303,0.06099999999999284,0
259,s1,S  8,8,97665,97.665,0.26300000000000523,0
263,s1,S  8,8,99342,99.342,0.3089999999999975,0
282,s1,S  8,8,106867,106.867,0.4890000000000043,0
295,s1,S  8,8,111881,111.881,0.6140000000000043,0
310,s1,S  8,8,117726,117.726,0.7459999999999951,0
