,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
3,s2,S 72,8,3442,3.442,0.8210000000000002,1
12,s2,S 72,8,6698,6.698,0.27800000000000047,1
19,s2,S 72,8,9154,9.154,0.2259999999999991,1
24,s2,S 72,8,10780,10.78,0.17600000000000016,1
31,s2,S 72,8,13235,13.235,0.13100000000000023,1
40,s2,S 72,8,16493,16.493,0.04199999999999804,1
50,s2,S 72,8,20579,20.579,0.7800000000000011,1
57,s2,S 72,8,23021,23.021,0.713000000000001,1
66,s2,S 72,8,26285,26.285,0.6410000000000018,1
73,s2,S 72,8,28729,28.729,0.5730000000000004,1
80,s2,S 72,8,31184,31.184,0.522000000000002,1
87,s2,S 72,8,33632,33.632,0.46399999999999864,1
94,s2,S 72,8,36082,36.082,0.4029999999999987,1
101,s2,S 72,8,38526,38.526,0.3360000000000056,1
114,s2,S 72,8,43423,43.423,0.21600000000000108,1
130,s2,S 72,8,49134,49.134,0.07500000000000284,1
152,s2,S 72,8,58105,58.105,0.6859999999999999,1
159,s2,S 72,8,60551,60.551,0.6290000000000049,0
164,s2,S 72,8,62193,62.193,0.33099999999999596,1
173,s2,S 72,8,65455,65.455,0.519999999999996,1
181,s2,S 72,8,68720,68.72,0.4339999999999975,1
186,s2,S 72,8,70352,70.352,0.40100000000001046,1
195,s2,S 72,8,73610,73.61,0.3100000000000023,1
202,s2,S 72,8,76061,76.061,0.25,1
216,s2,S 72,8,80960,80.96,0.1389999999999958,1
223,s2,S 72,8,83400,83.4,0.06500000000001194,1
237,s2,S 72,8,89116,89.116,0.7720000000000056,1
242,s2,S 72,8,90744,90.744,0.7219999999999942,1
251,s2,S 72,8,94012,94.012,0.6470000000000056,1
264,s2,S 72,8,98910,98.91,0.5319999999999965,1
271,s2,S 72,8,101358,101.358,0.46999999999999886,1
278,s2,S 72,8,103800,103.8,0.40099999999999625,1
285,s2,S 72,8,106249,106.249,0.34199999999999875,0
294,s2,S 72,8,109515,109.515,0.27200000000000557,1
299,s2,S 72,8,111142,111.142,0.2179999999999893,1
306,s2,S 72,8,113590,113.59,0.1629999999999967,1
313,s2,S 72,8,116038,116.038,0.10499999999998977,1
324,s2,S 72,8,120121,120.121,0.006999999999990791,1
