,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
14,s2,S 65,1,3608,7.216,0.33199999999999985,0
18,s2,S 65,1,4426,8.852,0.29600000000000115,0
40,s2,S 65,1,8504,17.008,0.08999999999999986,0
69,s2,S 65,1,13807,27.614,0.6640000000000015,0
75,s2,S 65,1,15033,30.066,0.6059999999999981,0
103,s2,S 65,1,20336,40.672,0.34199999999999875,0
139,s2,S 65,1,26862,53.724,0.01999999999999602,0
149,s2,S 65,1,28903,57.806,0.7620000000000005,0
167,s2,S 65,1,32168,64.336,0.6060000000000016,0
171,s2,S 65,1,32986,65.972,0.5719999999999885,0
184,s2,S 65,1,35434,70.868,0.4479999999999933,0
195,s2,S 65,1,37470,74.94,0.3340000000000032,0
203,s2,S 65,1,39102,78.204,0.2599999999999909,0
217,s2,S 65,1,41554,83.108,0.14800000000001035,0
238,s2,S 65,1,45633,91.266,0.7439999999999998,0
244,s2,S 65,1,46858,93.716,0.7259999999999991,0
273,s2,S 65,1,52157,104.314,0.4579999999999984,0
306,s2,S 65,1,57873,115.746,0.07799999999998875,0
