,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference
114,response,S131,3,22671,45.342,0.43200000000000216
279,response,S131,3,53713,107.426,0.012000000000000455
316,response,S131,3,61302,122.604,1.8119999999999976
