,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
48,response,S132,4,9618,19.236,0.0519999999999996,3
51,response,S132,4,10165,20.33,0.32599999999999696,3
71,response,S132,4,13394,26.788,0.11200000000000188,3
110,response,S132,4,20999,41.998,0.27999999999999403,3
112,response,S132,4,21081,42.162,0.1280000000000001,3
120,response,S132,4,22604,45.208,0.13799999999999812,3
147,response,S132,4,27658,55.316,0.21400000000000574,3
154,response,S132,4,29130,58.26,0.652000000000001,3
176,response,S132,4,32686,65.372,0.24399999999999977,3
183,response,S132,4,33943,67.886,0.25,3
188,response,S132,4,34803,69.606,0.29599999999999227,3
214,response,S132,4,39325,78.65,0.14400000000000546,3
228,response,S132,4,41882,83.764,0.117999999999995,3
255,response,S132,4,46933,93.866,0.31399999999999295,3
268,response,S132,4,49334,98.668,0.10400000000001342,3
287,response,S132,4,53086,106.172,0.0799999999999983,3
318,response,S132,4,59033,118.066,0.15399999999999636,3
323,response,S132,4,59834,119.668,0.12400000000000944,3
