,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
7,s1,S  1,1,2520,5.04,0.48800000000000043,0
38,s1,S  1,1,7953,15.906,0.7540000000000013,0
63,s1,S  1,1,12551,25.102,0.1559999999999988,0
84,s1,S  1,1,16317,32.634,0.3440000000000012,0
118,s1,S  1,1,22584,45.168,0.6400000000000006,0
124,s1,S  1,1,23837,47.674,0.6920000000000002,0
148,s1,S  1,1,28017,56.034,0.07600000000000051,0
157,s1,S  1,1,29691,59.382,0.1599999999999966,0
166,s1,S  1,1,31362,62.724,0.24399999999999977,0
177,s1,S  1,1,33455,66.91,0.347999999999999,0
198,s1,S  1,1,37216,74.432,0.5319999999999965,0
213,s1,S  1,1,40140,80.28,0.6599999999999966,0
228,s1,S  1,1,43066,86.132,0.7980000000000018,0
238,s1,S  1,1,44738,89.476,0.06999999999999318,0
251,s1,S  1,1,47248,94.496,0.1939999999999884,0
275,s1,S  1,1,51843,103.686,0.4040000000000106,0
279,s1,S  1,1,52679,105.358,0.4480000000000075,0
299,s1,S  1,1,56443,112.886,0.6319999999999908,0
305,s1,S  1,1,57698,115.396,0.6899999999999977,0
