,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
2,s2,S 67,3,1647,3.294,0.8159999999999998,1
8,s2,S 67,3,2872,5.744,0.3279999999999994,1
27,s2,S 67,3,6543,13.086,0.14400000000000013,1
36,s2,S 67,3,8172,16.344,0.05799999999999983,1
48,s2,S 67,3,10624,21.248,0.7759999999999998,1
53,s2,S 67,3,11437,22.874,0.7339999999999982,1
58,s2,S 67,3,12256,24.512,0.7040000000000006,1
63,s2,S 67,3,13069,26.138,0.6560000000000024,1
68,s2,S 67,3,13886,27.772,0.6119999999999983,1
75,s2,S 67,3,15110,30.22,0.5579999999999998,1
102,s2,S 67,3,20414,40.828,0.3019999999999996,1
111,s2,S 67,3,22043,44.086,0.21000000000000085,0
120,s2,S 67,3,23675,47.35,0.13400000000000034,1
131,s2,S 67,3,25718,51.436,0.03399999999999892,1
135,s2,S 67,3,26532,53.064,0.804000000000002,1
140,s2,S 67,3,27351,54.702,0.7959999999999994,1
151,s2,S 67,3,29387,58.774,0.6839999999999975,1
176,s2,S 67,3,34285,68.57,0.4479999999999933,0
183,s2,S 67,3,35510,71.02,0.39000000000000057,1
194,s2,S 67,3,37549,75.098,0.29599999999999227,0
198,s2,S 67,3,38366,76.732,0.25,1
207,s2,S 67,3,39996,79.992,0.16600000000001103,0
222,s2,S 67,3,42853,85.706,0.031999999999996476,0
241,s2,S 67,3,46526,93.052,0.6900000000000119,0
256,s2,S 67,3,49380,98.76,0.5460000000000065,0
262,s2,S 67,3,50603,101.206,0.48400000000000887,0
275,s2,S 67,3,53053,106.106,0.367999999999995,0
280,s2,S 67,3,53867,107.734,0.3079999999999927,0
286,s2,S 67,3,55090,110.18,0.2680000000000007,0
310,s2,S 67,3,59581,119.162,0.05000000000001137,1
