,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
2,response,S136,8,1025,2.05,0.10599999999999987,3
71,response,S136,8,14539,29.078,0.2079999999999984,3
86,response,S136,8,17195,34.39,0.24600000000000222,3
94,response,S136,8,18566,37.132,0.10199999999999676,3
103,response,S136,8,20211,40.422,0.1280000000000001,3
110,response,S136,8,21435,42.87,0.1280000000000001,3
126,response,S136,8,24468,48.936,0.4799999999999969,3
137,response,S136,8,26413,52.826,0.2839999999999989,3
146,response,S136,8,27974,55.948,0.06199999999999761,3
153,response,S136,8,29278,58.556,0.1699999999999946,3
202,response,S136,8,38618,77.236,0.2220000000000084,3
225,response,S136,8,43144,86.288,0.29999999999999716,3
299,response,S136,8,57334,114.668,0.12400000000000944,3
306,response,S136,8,58627,117.254,0.26200000000000045,3
311,response,S136,8,59360,118.72,0.09000000000000341,3
