,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
2,response,S137,9,1213,2.426,0.22199999999999998,3
75,response,S137,9,15358,30.716,0.08000000000000185,3
81,response,S137,9,16504,33.008,0.15800000000000125,3
128,response,S137,9,25463,50.926,0.1180000000000021,3
151,response,S137,9,29942,59.884,0.10600000000000165,3
212,response,S137,9,41670,83.34,0.04600000000000648,3
268,response,S137,9,52390,104.78,0.1280000000000001,3
278,response,S137,9,54233,108.466,0.08599999999999852,3
288,response,S137,9,56004,112.008,0.006000000000000227,3
299,response,S137,9,58068,116.136,0.055999999999997385,3
306,response,S137,9,59312,118.624,0.09799999999999898,3
