,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
2,response,S132,4,818,1.636,0.03799999999999981,1
6,response,S132,4,1973,3.946,0.266,1
15,response,S132,4,3663,7.326,0.38599999999999923,1
26,response,S132,4,5763,11.526,0.5020000000000007,1
39,response,S132,4,8286,16.572,0.6479999999999997,1
57,response,S132,4,11244,22.488,0.03599999999999781,1
62,response,S132,4,12072,24.144,0.06199999999999761,1
66,response,S132,4,12841,25.682,0.6839999999999975,1
81,response,S132,4,15407,30.814,0.21000000000000085,1
88,response,S132,4,16636,33.272,0.21600000000000108,1
140,response,S132,4,26688,53.376,0.7339999999999947,1
159,response,S132,4,29641,59.282,0.005999999999993122,1
164,response,S132,4,30492,60.984,0.03399999999999892,1
168,response,S132,4,31305,62.61,0.18599999999999994,1
193,response,S132,4,35520,71.04,0.056000000000011596,1
197,response,S132,4,36267,72.534,0.3160000000000025,1
206,response,S132,4,37956,75.912,0.42600000000000193,1
249,response,S132,4,45922,91.844,0.0379999999999967,1
310,response,S132,4,57653,115.306,0.015999999999991132,1
