,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
95,response,S131,3,18770,37.54,0.4200000000000017,3
107,response,S131,3,20867,41.734,0.10800000000000409,3
126,response,S131,3,24475,48.95,0.13400000000000034,3
132,response,S131,3,25560,51.12,0.5159999999999982,3
148,response,S131,3,28260,56.52,0.17800000000000438,3
153,response,S131,3,29091,58.182,0.16799999999999926,3
160,response,S131,3,30302,60.604,0.07799999999999585,3
188,response,S131,3,35333,70.666,0.11399999999999011,3
216,response,S131,3,40370,80.74,0.1559999999999917,3
240,response,S131,3,44981,89.962,0.17600000000000193,3
243,response,S131,3,45346,90.692,0.06799999999999784,3
258,response,S131,3,47893,95.786,0.14799999999999613,3
266,response,S131,3,49388,98.776,0.036000000000001364,3
