,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
5,s2,S 66,2,2019,4.038,0.41400000000000015,2
10,s2,S 66,2,2834,5.668,0.3719999999999999,2
22,s2,S 66,2,4874,9.748,0.27999999999999936,2
34,s2,S 66,2,6915,13.83,0.17800000000000082,0
47,s2,S 66,2,9360,18.72,0.055999999999997385,0
65,s2,S 66,2,13035,26.07,0.718,2
88,s2,S 66,2,17113,34.226,0.5060000000000002,2
111,s2,S 66,2,21191,42.382,0.30799999999999983,0
124,s2,S 66,2,23638,47.276,0.1880000000000024,0
141,s2,S 66,2,26902,53.804,0.020000000000003126,0
151,s2,S 66,2,28943,57.886,0.7580000000000027,0
177,s2,S 66,2,33841,67.682,0.5220000000000056,2
182,s2,S 66,2,34655,69.31,0.47800000000000864,0
195,s2,S 66,2,37102,74.204,0.35999999999999943,2
202,s2,S 66,2,38325,76.65,0.2980000000000018,0
211,s2,S 66,2,39960,79.92,0.22800000000000864,2
249,s2,S 66,2,47709,95.418,0.6740000000000066,2
293,s2,S 66,2,56277,112.554,0.25799999999999557,2
306,s2,S 66,2,58727,117.454,0.1419999999999959,2
