,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
0,s1,S  9,9,685,1.37,0.0,0
4,s1,S  9,9,1938,3.876,0.8340000000000001,1
13,s1,S  9,9,3612,7.224,0.4800000000000004,1
36,s1,S  9,9,8210,16.42,0.7000000000000011,1
55,s1,S  9,9,11555,23.11,0.0519999999999996,0
61,s1,S  9,9,12810,25.62,0.11400000000000077,1
72,s1,S  9,9,14895,29.79,0.20199999999999818,0
86,s1,S  9,9,17407,34.814,0.32800000000000296,1
103,s1,S  9,9,20748,41.496,0.4860000000000042,0
109,s1,S  9,9,22002,44.004,0.5439999999999969,0
115,s1,S  9,9,23257,46.514,0.6099999999999994,1
135,s1,S  9,9,27018,54.036,0.7860000000000014,0
158,s1,S  9,9,31202,62.404,0.1740000000000066,0
164,s1,S  9,9,32453,64.906,0.23000000000000398,1
171,s1,S  9,9,33710,67.42,0.29399999999999693,0
191,s1,S  9,9,37889,75.778,0.4960000000000093,1
202,s1,S  9,9,39976,79.952,0.5900000000000034,1
207,s1,S  9,9,40812,81.624,0.6340000000000003,0
220,s1,S  9,9,43320,86.64,0.7519999999999953,1
225,s1,S  9,9,44160,88.32,0.8019999999999925,0
236,s1,S  9,9,46246,92.492,0.07200000000000273,1
243,s1,S  9,9,47502,95.004,0.13400000000000034,0
247,s1,S  9,9,48338,96.676,0.17799999999999727,0
269,s1,S  9,9,52516,105.032,0.25199999999999534,0
275,s1,S  9,9,53773,107.546,0.44000000000001194,0
284,s1,S  9,9,55443,110.886,0.519999999999996,0
307,s1,S  9,9,59621,119.242,0.6180000000000092,0
