,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
13,s1,S  6,6,3852,7.704,0.5539999999999994,0
55,s1,S  6,6,10960,21.92,0.08600000000000207,0
69,s1,S  6,6,13466,26.932,0.19399999999999906,0
77,s1,S  6,6,15139,30.278,0.2859999999999978,0
92,s1,S  6,6,18063,36.126,0.42199999999999704,0
112,s1,S  6,6,21826,43.652,0.6000000000000014,0
118,s1,S  6,6,23079,46.158,0.661999999999999,0
150,s1,S  6,6,28930,57.86,0.12400000000000233,0
167,s1,S  6,6,32276,64.552,0.2880000000000109,0
191,s1,S  6,6,36873,73.746,0.49799999999999045,0
212,s1,S  6,6,41053,82.106,0.6999999999999886,0
220,s1,S  6,6,42724,85.448,0.7799999999999869,0
237,s1,S  6,6,45650,91.3,0.10800000000000409,0
249,s1,S  6,6,47740,95.48,0.20400000000000773,0
266,s1,S  6,6,51087,102.174,0.37400000000000944,0
278,s1,S  6,6,53595,107.19,0.48799999999999955,0
312,s1,S  6,6,59864,119.728,0.789999999999992,0
