,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
3,s2,S 68,4,1954,3.908,0.8180000000000001,1
12,s2,S 68,4,3586,7.172,0.2839999999999998,1
17,s2,S 68,4,4401,8.802,0.2419999999999991,1
30,s2,S 68,4,6850,13.7,0.12199999999999989,1
35,s2,S 68,4,7665,15.33,0.07600000000000051,1
59,s2,S 68,4,12563,25.126,0.6820000000000022,1
66,s2,S 68,4,13786,27.572,0.6159999999999997,0
71,s2,S 68,4,14599,29.198,0.5599999999999987,1
84,s2,S 68,4,17049,34.098,0.4540000000000006,1
91,s2,S 68,4,18274,36.548,0.3999999999999986,1
101,s2,S 68,4,19906,39.812,0.31799999999999784,1
108,s2,S 68,4,21130,42.26,0.25799999999999557,1
115,s2,S 68,4,22352,44.704,0.18999999999999773,0
127,s2,S 68,4,24803,49.606,0.08200000000000074,0
134,s2,S 68,4,26433,52.866,0.8200000000000003,1
140,s2,S 68,4,27249,54.498,0.7919999999999945,1
147,s2,S 68,4,28472,56.944,0.7280000000000015,1
154,s2,S 68,4,29695,59.39,0.6679999999999993,0
158,s2,S 68,4,30513,61.026,0.632000000000005,1
163,s2,S 68,4,31331,62.662,0.6000000000000014,1
170,s2,S 68,4,32551,65.102,0.5240000000000009,1
175,s2,S 68,4,33371,66.742,0.5,1
184,s2,S 68,4,35002,70.004,0.41800000000000637,1
189,s2,S 68,4,35817,71.634,0.3739999999999952,1
196,s2,S 68,4,37039,74.078,0.30800000000000693,1
203,s2,S 68,4,38263,76.526,0.2459999999999951,1
209,s2,S 68,4,39079,78.158,0.20600000000000307,0
216,s2,S 68,4,40711,81.422,0.12999999999999545,1
225,s2,S 68,4,42343,84.686,0.054000000000002046,1
231,s2,S 68,4,43159,86.318,0.001999999999995339,0
237,s2,S 68,4,44385,88.77,0.789999999999992,1
242,s2,S 68,4,45202,90.404,0.7479999999999905,1
257,s2,S 68,4,48055,96.11,0.6020000000000039,1
262,s2,S 68,4,48873,97.746,0.5719999999999885,1
269,s2,S 68,4,50097,100.194,0.5139999999999958,1
276,s2,S 68,4,51318,102.636,0.4479999999999933,1
288,s2,S 68,4,53359,106.718,0.3440000000000083,1
297,s2,S 68,4,54993,109.986,0.26600000000000534,1
304,s2,S 68,4,56214,112.428,0.20399999999999352,1
313,s2,S 68,4,57848,115.696,0.1280000000000001,1
324,s2,S 68,4,59889,119.778,0.03200000000001069,1
